objectid,ctyua19cd,ctyua19nm,st_areasha,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,Upper Tier Local Authority District code (2019),IMD - Average rank,IMD - Rank of average rank,IMD - Average score,IMD - Rank of average score,IMD - Proportion of LSOAs in most deprived 10% nationally,IMD - Rank of proportion of LSOAs in most deprived 10% nationally,IMD 2019 - Extent,IMD 2019 - Rank of extent,IMD 2019 - Local concentration,IMD 2019 - Rank of local concentration,Residents,Households,Dwellings,Household_Spaces,Aged_16plus,Aged_16_to_74,Employed_16_to_74,Household_Residents_16plus,Residents_3plus,Males,Females,Household_Resident,Communal_Resident,Age_0_to_19,Age_20_to_29,Age_30_to_44,Age_45_to_64,Age_65_to_84,Age_85plus,Mean_age,Median_age,White_British_and_Irish,White_other,Mixed,Indian,Pakistani,Bangladeshi,Chinese,Other_Asian,Black,Other_ethnicity,Christian,Other_religion,No_religion,Religion_not_stated,CoB_United_Kingdom,CoB_Ireland,CoB_EU_Member_pre_2001,CoB_EU_member_pre_2011,CoB_Other,Little_or_no_English,Single,Married_couple,Cohabiting_couple,Same_sex_couple,Legal_couple_living_apart,Separated,Divorced,Widowed,Lone_person,Couple_no_kids,Couple_dependent_kids,Lone_parent_dependent_children,All_fulltime_students,Other_household_type,Households_with_0_residents,Detached,Semidetached,Terraced,Flats,Caravan_or_other,Owned,Social_rented,Private_rented,Living_rent_free,Crowded_housing,Long_term_ill,Standardised_illness_ratio,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,Provides_unpaid_care,No_qualifications,GCSE,A_level,Degree_plus,Cars_0,Cars_1,Cars_2plus,Work_from_home,Public_Transport,Private_Transport,Other_Transport,Employee_Parttime,Employee_Fulltime,Self_employed,Unemployed,Fulltime_student,Retired,Student_Econ_Inactive,Looking_after_home_or_family,Longterm_sick_or_disabled,Economically_inactive_Other,Never_worked,Longterm_unemployed,Higher_manager_prof,Lower_manager_prof,Intermediate_occupations,Small_employer_self_employed,Lower_supervisory_technical,Semi_routine_occupations,Routine_occupations,Long_unemp_never_worked,Agriculture_forestry_and_fishing,Mining_and_quarrying,Manufacturing,Electricity_gas_air_conditioning,Water_and_waste,Construction,Motor_vehicles,Transport_and_storage,Accommodation_and_food_service,Information_and_communication,Financial_and_insurance,Real_estate,Scientific_and_technical,Administrative_and_support,Public_administration_and_defence,Education,Human_health_and_social_work
86,E08000031,Wolverhampton,69439465.07,,,,,1,0,3,1,0,3,5,5,11,8,3,4,15,6,7,15,11,5,9,24,11,13,26,19,12,21,23,19,17,11,21,10,23,15,32,19,25,9,9,26,16,17,27,27,26,14,26,25,48,25,38,24,22,29,16,41,18,35,8,13,20,8,10,20,9,9,13,8,7,6,11,17,10,8,2,5,4,13,11,10,7,7,5,10,8,5,6,4,12,10,10,5,0,5,3,1,6,6,7,1,1,1,4,6,1,11,1,3,0,1,4,5,2,5,2,2,4,3,2,2,2,1,0,1,2,3,1,0,1,1,2,4,4,0,3,1,1,5,16,4,6,5,2,7,5,6,3,5,17,3,1,2,3,10,4,7,1,2,10,9,12,4,8,0,5,10,11,4,5,7,2,4,12,5,3,3,4,2,6,4,8,18,18,20,10,32,29,35,16,26,19,24,6,22,21,26,22,33,23,19,47,36,22,40,32,23,19,29,22,26,28,18,31,26,46,40,52,66,61,37,27,85,69,61,80,71,63,55,103,106,125,97,94,73,69,97,139,128,113,126,87,86,157,146,135,137,120,92,104,159,155,176,138,140,111,96,146,182,138,130,121,77,7,E08000031,23274.95,16,32.102,20,0.2089,31,0.4828,15,31347.16,52,249470,102177,105825,106109,200047,179983,104284,196212,239252,123441,126029,245526,3944,48510,35935,51399,58555,35033,5596,30679.06378,30420.5,162471,7211,12784,32162,4415,432,1376,6575,17309,4735,138394,45203,49821,16052,208582,1289,1836,5262,32501,8045,57463,82343,19499,1424,3952,4337,13035,14159,32876,20860,27946,9634,286,20209,3932,16659,47409,18822,23127,92,58231,28648,13455,1843,2159,51258,89886.81051,104263,88168,39096,13796,4147,27136,62467,63474,21199,39021,34370,42007,25800,2843,17219,71006,13216,24364,63981,11384,14127,6546,23763,11036,9479,9765,5538,2823,6236,11599,30897,22764,13582,14937,36917,32140,20179,193,39,14013,609,1020,7586,18153,6322,5367,2239,3483,1509,3673,4932,5674,10168,14942
87,E08000032,Bradford,366393462.8,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,2,0,2,3,3,6,9,7,10,20,14,20,23,20,21,19,24,21,27,36,32,35,30,21,19,28,19,22,51,36,38,36,35,34,35,52,48,62,48,38,40,56,86,44,84,34,40,41,40,55,57,59,40,38,68,65,82,63,44,37,23,43,110,67,65,25,38,19,30,35,47,38,40,42,39,43,37,45,43,41,32,30,57,45,70,34,78,39,54,52,51,68,84,42,42,35,28,50,40,40,42,45,19,33,19,33,25,28,21,22,47,20,34,18,22,31,34,37,36,36,19,35,32,37,46,42,22,42,39,35,36,45,35,58,48,33,30,35,39,57,51,60,33,32,23,60,58,45,45,42,34,29,33,26,26,51,40,29,24,29,33,29,57,50,45,45,64,65,73,60,59,65,69,109,51,75,97,80,66,51,87,93,115,134,125,102,131,117,134,131,179,137,111,155,237,205,215,237,225,205,174,240,287,251,309,236,241,202,318,312,312,314,298,311,257,470,460,350,456,401,263,299,435,487,432,472,428,321,382,603,520,404,459,482,366,349,469,419,436,429,411,285,253,424,389,337,272,217,122,18,E08000032,23086.82,18,34.666,12,0.3355,10,0.4981,12,32399.09,12,522452,199296,207268,208063,400121,366217,218937,393444,497608,257132,265320,515315,7137,112803,74489,108439,119847,59788,9604,56996.26068,56810.5,336169,16148,12979,13555,106614,9863,2086,8031,9267,7740,239843,142033,108027,32549,432843,2123,4288,12096,71102,23965,99564,181640,41014,2998,9386,10362,24631,23849,58934,44428,58856,15305,621,36457,8767,29081,74068,71595,32761,558,130715,29513,36070,2998,7485,90527,147953.9302,234133,186031,71580,23768,6940,51026,110892,130894,45101,87397,60799,85678,52819,9151,34118,147873,27795,52795,125745,31473,21224,12490,43961,23311,24487,18176,12555,5053,8391,29488,67596,50048,35156,27454,56605,54574,44290,621,123,24761,764,1798,14553,38656,11917,12328,5619,11161,2934,10412,11010,11033,24284,28243
88,E08000033,Calderdale,363994686,,,,,,,,,,1,2,0,0,0,0,2,0,0,0,0,2,0,2,1,4,6,6,5,9,12,5,6,11,12,8,3,10,7,10,6,12,3,8,6,8,19,11,14,6,5,5,13,16,8,9,7,4,7,15,4,18,20,5,7,6,16,4,15,4,2,10,12,14,9,6,5,4,8,6,7,6,1,5,10,3,4,6,6,2,2,2,0,4,0,4,5,3,1,6,5,2,4,3,7,2,1,4,2,5,8,0,4,3,2,10,3,4,10,4,5,5,5,2,2,3,3,3,6,12,4,5,9,7,5,8,7,13,5,6,5,5,3,10,14,6,8,8,15,13,29,15,4,1,6,16,27,13,9,18,13,9,6,13,14,18,13,12,7,6,6,9,14,9,11,10,3,12,4,3,9,6,4,10,9,10,20,16,10,10,17,23,22,13,22,9,22,12,10,11,21,20,24,36,29,25,27,25,38,27,21,32,34,34,34,45,66,52,53,73,83,88,68,54,59,56,82,97,102,85,98,85,103,171,163,146,131,139,87,68,134,130,150,112,117,93,100,172,145,160,124,138,111,140,182,163,177,118,135,128,104,130,119,114,95,79,54,4,E08000033,19705.88,55,26.351,52,0.1563,45,0.2929,50,31704.12,41,203826,88621,92173,92310,163645,148766,96645,162269,196024,99627,104199,202376,1450,38098,23510,41938,55826,28178,4294,26888.67352,27513,178527,4260,2797,1130,13904,574,459,808,899,468,114667,17327,57193,14639,188590,1386,1424,2746,9680,3216,37391,73855,20893,1601,1934,3950,11968,10677,29023,23150,23952,6606,28,12468,3689,13115,25239,39566,14255,135,59378,13494,14545,1204,1312,36600,67789.77348,94449,70007,28091,8929,2350,21369,38943,56810,20079,40881,24219,38305,26097,4795,12064,67967,11819,21923,57617,14071,7394,3888,22405,6156,5844,6510,2958,1106,3009,15361,33321,21378,15471,11836,24730,21812,9938,335,102,12897,268,849,7597,14100,3784,4263,2588,7678,1266,4766,3889,5137,10492,12615
89,E08000034,Kirklees,408496914.2,,,,,,,,,1,1,1,0,0,0,1,2,1,5,2,4,3,3,4,6,10,11,10,9,15,19,19,24,23,21,14,12,29,26,21,17,14,17,7,22,25,24,26,18,25,37,12,18,28,26,36,21,10,25,17,32,29,57,20,16,14,31,17,21,28,17,27,21,30,25,23,24,26,13,21,33,20,26,30,17,15,5,19,20,21,10,9,5,9,10,8,15,11,3,6,12,10,12,42,27,21,14,13,33,21,14,18,22,12,13,19,16,25,15,12,21,19,19,32,19,26,17,19,19,17,19,19,22,19,9,17,19,18,22,19,20,8,12,19,16,16,8,10,13,25,14,12,25,27,5,7,20,21,26,26,16,15,13,34,23,20,30,20,19,17,19,26,19,14,13,8,21,17,23,13,23,14,16,21,16,41,34,33,18,28,19,38,50,44,67,54,28,44,50,41,77,58,61,66,43,56,83,79,71,75,75,62,88,96,100,156,111,122,96,155,152,177,172,136,115,152,167,181,194,191,196,196,185,288,271,296,290,264,183,194,319,306,352,350,351,294,301,438,368,347,382,384,299,274,400,397,444,352,276,285,245,316,332,297,212,201,133,23,E08000034,19120.97,61,25.151,64,0.1197,53,0.2938,49,30961.42,59,422458,173525,181107,181545,336309,307194,192397,330768,405352,208657,213801,416840,5618,82055,56301,86893,107032,56127,8023,51300.77043,51686,326525,7745,9790,20797,41802,731,1452,3000,7905,2711,225751,68488,100829,27390,376821,2137,2613,4599,36288,10775,79032,156363,38066,2944,5003,7326,21670,20364,52553,45002,48451,12593,702,26817,8020,36923,59537,61338,23563,184,116973,26525,26941,3086,4077,74963,130987.7178,192366,147731,58042,19030,5289,43665,85554,111141,42257,80275,45875,74194,53456,8564,22437,139524,21872,44638,112199,27494,14465,10718,44027,17593,15227,13504,7329,2672,5850,28807,62636,40236,30830,25034,47745,48038,25292,676,187,28916,734,1593,14814,33594,9426,9242,4653,7205,2160,9828,7934,9884,20326,23558
90,E08000035,Leeds,551786395.1,0,0,0,1,0,0,2,0,3,0,3,1,0,0,2,1,3,4,6,7,6,11,18,18,11,20,21,26,21,27,24,31,30,37,17,36,50,65,44,44,47,41,40,28,38,78,95,65,53,87,63,78,108,80,100,44,46,70,70,83,52,86,49,34,48,53,52,83,48,25,46,59,36,53,39,28,38,43,39,39,41,54,29,11,10,15,13,15,18,16,6,17,15,8,18,15,14,7,15,16,21,22,10,38,8,6,20,11,29,40,34,13,9,20,12,17,11,13,15,10,8,6,10,8,7,3,6,11,5,13,10,14,8,4,19,10,4,6,5,3,7,3,8,9,5,3,5,8,14,25,30,20,13,22,5,18,16,19,12,14,14,21,22,22,25,29,23,16,5,21,21,34,32,26,12,27,39,43,30,45,42,35,27,41,62,99,83,76,95,94,119,78,87,112,120,76,64,101,118,135,132,128,153,160,142,195,151,260,198,268,334,396,463,552,693,652,488,435,577,634,603,603,404,403,290,544,472,546,471,453,390,363,597,549,546,522,457,333,307,612,546,575,533,514,368,376,628,560,507,516,520,408,402,675,532,530,474,496,382,238,428,423,347,264,263,155,4,E08000035,18909.26,65,27.301,43,0.2365,27,0.3284,39,32257.45,21,751485,320596,331819,332674,613992,560849,355225,594091,721871,367935,383550,731373,20112,140846,131734,155762,172964,95016,14582,97413.11666,96841,616745,22742,19632,16130,22492,4432,5933,9256,25893,8230,419790,68749,212229,50717,665341,4762,8276,12026,61080,11358,177398,245553,71671,5038,7398,12973,37840,36220,106739,78334,81145,24499,4923,49455,12078,48361,122757,88726,72449,381,187909,70377,57456,4854,5495,125678,243361.985,361295,254023,95515,31504,9148,71598,142481,186801,90497,165429,102787,133414,84395,14666,65945,224569,50045,73507,217528,42298,26786,29810,69446,46047,20435,22498,12494,4798,10856,61715,116766,80761,45412,40979,84722,71035,37933,740,246,29611,2867,2286,25313,56612,15389,21623,12815,20741,4605,24366,18683,17527,37153,47811
91,E08000036,Wakefield,338612308.7,,,,,,,,,,,1,4,1,0,0,0,0,4,1,2,2,5,7,7,11,14,7,13,11,11,16,17,17,28,11,21,24,23,25,13,15,8,22,17,19,31,22,16,21,22,16,17,39,15,27,20,20,36,31,34,43,23,22,23,12,36,26,37,21,20,17,17,27,16,19,18,19,16,15,21,19,24,23,9,14,14,12,8,18,17,11,17,16,17,13,8,6,7,11,9,6,3,7,9,6,4,9,10,12,12,10,10,1,7,3,7,6,8,2,7,2,1,7,7,9,9,10,8,10,11,13,2,4,18,11,25,7,4,3,3,10,13,5,9,5,4,5,8,9,8,9,9,5,5,6,10,6,19,12,8,7,2,12,10,19,17,6,7,3,9,14,8,20,10,5,2,6,4,7,13,5,6,0,7,8,19,11,17,16,13,30,13,20,16,13,18,12,15,22,18,25,31,23,37,35,42,46,58,43,27,39,73,61,91,77,82,66,76,110,123,126,128,98,101,95,168,163,164,154,137,143,148,289,252,258,226,212,114,149,295,262,252,254,251,163,191,338,275,264,252,264,195,216,362,261,255,191,202,185,169,222,192,183,163,131,107,16,E08000036,20272.84,49,27.306,42,0.1579,43,0.3248,40,31595.46,44,325837,140414,146362,146538,265797,240997,151828,262266,314012,159913,165924,322264,3573,58338,40339,65311,89064,48480,6662,44102.20867,45073.5,303239,7718,2928,1540,4896,32,853,1177,2512,942,216215,9368,79497,20757,308270,732,1832,5999,9004,3266,56677,124366,34540,1999,2431,5421,18969,17863,41640,39706,37775,10605,12,21281,6124,30316,64079,34315,17538,290,89941,33129,16017,1327,1672,71901,134686.2565,139288,110920,50595,19507,5527,36621,82621,93204,28205,48772,37719,60622,42073,4939,16238,112770,17881,35763,95559,16704,11702,5040,38721,8474,9554,14092,5388,1900,4496,17562,46250,32967,20134,23676,44959,51272,15692,540,690,17348,1462,1301,13083,30557,9138,7234,3147,5190,2072,5939,7297,9214,12584,19139
92,E08000037,Gateshead,142361186.6,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,2,0,5,7,1,10,4,13,8,30,19,33,23,19,31,20,42,44,42,36,33,26,20,20,25,28,26,30,36,33,26,37,27,52,29,11,7,25,32,46,28,22,9,7,34,15,25,23,9,6,8,14,5,5,2,11,3,7,6,2,8,10,4,1,3,2,5,3,0,1,2,3,2,2,0,3,1,2,0,0,1,2,1,2,1,0,1,0,1,2,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,0,3,0,0,2,3,0,0,0,1,1,0,1,1,0,0,0,0,0,2,2,3,1,1,1,2,2,3,0,1,0,0,4,4,5,1,2,1,1,3,3,1,3,4,1,4,3,4,8,4,9,5,8,21,20,18,22,13,18,17,23,31,39,26,24,17,25,21,43,47,44,44,45,49,49,40,52,41,45,42,55,72,67,67,79,67,67,85,76,102,60,86,46,50,84,82,87,59,65,69,67,90,109,140,126,110,68,88,142,96,120,113,86,66,93,163,154,137,145,132,117,97,175,128,152,111,91,77,66,93,118,96,74,78,53,2,E08000037,20831.18,43,28.217,36,0.1667,39,0.3397,38,31722.27,39,200214,89154,92589,92602,164716,148079,91877,162253,192889,97974,102240,197726,2488,34919,26163,40466,53111,31020,4225,28810.28603,29214,188947,3795,1558,916,617,242,1054,909,1081,1095,134075,6905,47758,11476,190351,408,1448,1818,6189,1161,41422,70852,20045,1779,1581,3595,11270,11709,29313,22922,22345,6981,88,14486,3448,9759,38617,24928,19232,66,52278,24941,11125,810,1018,44352,87452.10733,85320,67807,31158,12152,3777,22220,46192,57756,18611,35409,32551,37214,19389,2868,19660,59023,10326,21023,58988,8806,7419,3948,23531,6832,5670,8844,3018,1235,2916,12119,29952,22947,9937,14044,28844,26040,10284,153,160,9547,773,555,7204,15415,4735,4993,2926,2759,1305,4319,4355,7352,8338,12984
94,E09000002,Barking and Dagenham,36087468.76,1,0,0,0,0,0,0,1,1,0,1,4,1,2,4,4,5,5,4,9,10,7,11,12,11,7,12,11,11,11,19,22,26,18,17,19,12,22,21,15,11,9,18,18,14,12,12,9,7,15,7,14,9,11,3,7,10,8,6,7,5,11,6,8,4,6,4,6,6,4,7,7,3,11,2,1,2,1,2,5,4,4,1,2,0,3,4,0,4,0,0,0,2,1,4,1,0,0,0,1,0,0,1,3,2,1,1,0,2,0,0,0,2,1,1,4,2,3,1,0,2,2,2,0,0,0,0,0,1,3,0,1,0,1,1,2,4,1,1,1,0,2,2,3,2,0,1,7,3,6,9,4,1,2,2,1,2,6,1,1,3,1,4,4,7,10,2,2,4,6,5,2,5,4,3,3,11,1,1,4,5,2,4,11,10,10,12,7,8,6,11,9,12,18,12,9,7,8,5,9,24,13,12,22,11,24,30,15,24,20,7,20,14,26,17,13,16,24,22,25,31,35,50,19,17,40,20,45,31,37,24,39,50,60,50,37,50,44,35,66,45,72,59,49,32,32,87,72,80,88,79,55,23,94,91,111,73,79,54,60,105,89,79,83,65,58,1,E09000002,25551.85,5,32.768,17,0.0364,92,0.4724,18,29391.87,86,185911,69681,71079,71206,137613,127568,75217,136615,174667,90237,95674,184901,1010,44018,28024,43463,36754,16258,3063,18582.01934,17987,93679,14707,7878,7436,8007,7701,1315,5135,37140,2913,104101,34736,35106,11968,128464,1643,3254,9118,43432,6228,43773,52964,12507,1208,3845,4591,9669,8058,19215,9909,24560,10009,235,15762,1525,2831,13895,32983,21470,27,33230,23459,12328,664,5162,30460,49942.05487,87819,62720,24042,8686,2644,16201,38396,44409,12759,28715,27618,30183,11880,1679,35722,31542,6274,15608,44490,11421,9367,5518,10995,9485,9476,6459,4749,2050,3989,6686,20407,17873,12484,9636,22490,17969,15566,44,33,3419,175,682,7844,11465,6292,4272,2387,3643,1185,3344,5647,3979,6678,10582
95,E09000003,Barnet,86799644.27,0,0,0,4,1,1,0,1,3,3,11,5,6,6,10,11,7,14,26,21,18,26,31,38,46,55,54,34,30,42,48,37,65,37,38,40,38,45,49,34,21,20,18,23,21,24,20,21,15,21,14,27,11,19,17,11,17,20,25,17,19,10,9,6,12,12,10,13,7,5,8,6,11,15,5,5,2,6,9,7,10,8,3,1,2,1,4,9,4,3,1,1,1,3,3,1,1,2,2,1,0,2,1,1,2,0,2,2,2,1,0,0,1,0,0,0,2,3,0,1,3,1,2,2,1,1,4,1,2,1,3,1,2,4,9,1,7,0,4,5,2,2,2,7,4,2,5,0,8,8,5,9,3,4,7,2,2,4,5,9,2,2,10,4,8,6,11,1,6,9,11,9,2,9,6,5,3,7,15,21,12,4,4,15,24,15,16,17,12,10,18,16,18,20,13,6,5,17,10,12,11,10,13,18,25,13,24,26,24,15,21,24,29,46,58,49,25,35,63,52,65,79,62,39,32,82,64,63,65,67,51,49,96,99,91,101,102,61,76,85,85,64,68,77,61,43,110,77,85,75,86,70,99,150,122,117,113,97,74,60,146,100,71,107,78,42,4,E09000003,13803.35,113,16.148,117,0.0047,126,0.0523,123,26151.4,125,356386,135916,139346,140062,282152,258443,170658,278406,340431,172676,183710,352597,3789,68112,55338,83864,79288,39757,7675,38385.87209,37444.5,170802,57751,17169,27920,5344,2215,8259,22180,27431,17315,146866,122306,57297,29917,217890,6020,13202,23941,95333,13552,86175,123382,20864,2797,7445,6519,16526,14698,37957,25544,39401,10069,645,32369,4146,15372,41644,22729,60137,180,79541,19334,34854,2187,7155,49903,81693.58999,183453,117508,39172,12197,4056,32320,43833,65046,28742,113815,39024,59992,36900,12601,75928,67670,14459,30478,93174,40290,11476,9065,22967,21112,14277,7885,7719,2177,4427,40720,66100,34134,35389,11543,26472,17343,21489,72,146,4908,364,513,12047,24830,6584,9751,10438,10262,4774,19438,8707,6618,19418,19776
96,E09000004,Bexley,60584193.85,,,,,,,,,2,2,4,5,4,3,1,4,6,6,5,9,4,10,17,13,19,11,19,10,14,15,21,30,26,31,28,20,24,48,16,18,19,17,12,12,25,19,23,19,10,21,14,15,18,14,19,15,5,14,15,17,16,17,17,8,9,6,14,11,8,4,8,7,11,6,11,2,1,6,8,3,6,15,8,2,1,0,5,3,6,1,5,3,2,2,4,0,1,0,3,2,3,3,1,2,1,0,1,1,0,1,3,4,1,1,2,0,3,1,0,1,0,4,1,2,0,0,4,1,1,6,3,1,1,3,2,2,0,3,3,0,4,4,0,5,4,2,4,0,4,0,2,1,1,0,0,0,0,3,2,2,1,2,2,2,3,3,2,0,0,1,4,4,7,1,2,1,2,2,3,4,7,8,6,8,3,5,1,8,1,1,11,4,5,4,8,1,1,7,5,2,7,11,10,17,16,13,12,10,3,7,7,16,18,12,38,19,15,16,26,12,23,25,26,27,8,30,28,26,34,15,23,40,48,48,59,58,33,39,28,63,59,58,65,58,36,36,111,70,83,87,103,50,65,106,109,130,113,98,81,65,106,96,96,78,73,22,0,E09000004,13529.71,116,16.273,116,0,130,0.0755,115,27051.79,119,231997,92604,95037,95114,184431,165914,110159,183338,222954,111676,120321,230902,1095,46028,28873,47146,58723,32103,5109,28509.15209,28771.5,181846,8116,5395,7047,730,777,2514,4175,19624,1773,144093,15683,55995,16226,199367,2103,2511,3485,24531,2541,48503,84974,18570,1160,2575,4296,11060,12200,25789,20931,27635,7707,205,18044,2510,6891,42035,23554,22611,23,67908,13377,10556,763,1951,37053,64481.77581,111323,80446,29015,8688,2525,23522,42366,70694,21334,40146,21918,42054,28632,3997,41212,56914,8036,23072,66838,16376,7245,5333,21839,9177,7696,4943,3395,1171,2846,15219,37256,35335,17747,13180,24991,17001,9507,81,77,5080,655,797,11877,15997,6898,4208,4470,8376,2012,7829,5456,8480,10596,11909
97,E09000005,Brent,43223381.69,,,,,,,1,1,3,4,10,9,3,7,8,10,23,21,22,21,18,26,46,28,45,44,48,32,52,58,46,56,59,55,49,37,37,28,43,29,40,22,27,26,32,30,40,37,28,21,17,20,17,16,16,14,13,20,19,18,18,18,9,4,8,6,8,8,19,8,3,8,6,4,7,3,1,3,4,11,10,3,5,3,4,1,1,3,2,1,7,6,0,1,2,2,5,3,2,1,4,4,4,3,3,0,3,4,1,1,1,2,4,2,2,2,5,4,0,2,1,2,2,1,0,2,3,4,4,2,1,0,0,2,1,2,2,2,2,0,0,3,6,9,3,6,2,3,8,3,3,4,3,1,1,0,1,4,5,5,3,1,7,7,10,3,3,2,2,7,3,3,7,5,3,4,2,4,7,11,10,10,4,3,12,10,11,6,8,5,14,11,21,20,6,9,2,8,12,9,12,14,12,19,17,23,32,32,23,21,22,33,29,35,54,43,22,32,55,25,56,61,46,42,26,34,55,54,52,51,46,38,65,62,71,58,58,33,30,72,77,66,60,55,59,34,91,104,84,118,85,68,62,134,118,106,115,101,76,54,141,111,106,96,71,52,3,E09000005,21083.02,39,25.558,61,0.0578,77,0.2074,69,29908.65,78,311215,110286,112083,113342,248458,233726,147461,246156,297380,156468,154747,308895,2320,58977,58896,76288,65730,29081,3595,29110.54644,27495.5,68207,44673,15775,58017,14381,1749,3250,28589,58632,17942,129080,127619,33054,21462,139788,8874,13018,22631,126904,23694,89684,93627,16590,2498,12381,7049,13270,11057,30616,14448,29106,9793,595,35521,3056,7402,27064,19191,59628,57,48960,26591,33181,1554,11929,44882,68650.35064,149695,108169,36731,12339,4281,26610,47721,55744,24163,82619,47419,43598,19269,6062,80636,45209,15554,25702,83772,30004,13535,10978,18619,19919,13035,9119,9043,3161,5021,22560,44997,26335,28747,13525,30536,24805,27205,66,111,6724,285,452,13062,25104,8346,11648,9262,6426,2664,12321,9785,5241,11987,15118
